Transaction_ID,Sender_Customer_ID,Receiver_Customer_ID,Transaction_Amount_INR,Transaction_Timestamp,Payment_Channel,Origin_Country,Destination_Country,Ground_Truth_Label,Anomaly_Type,VCI,TPS,RTR,GRE,PGDS,S_Historical,S_Behavioral,S_Geographic,WRS,Risk_Tier
T0010589,C0014,C0040,122556,2025-09-04 07:28:59,IMPS,India,India,0,,0.0,0.0,0.0,0.1,-1.0183,8.4,0.0,10.0,4.6,Low
T9300906,C0023,C0042,213588,2024-05-22 11:39:45,UPI,Pakistan,India,1,Velocity-Spike,14.0,0.0,0.0,0.325,-0.4633,79.2,30.0,32.5,42.92,Medium
T0079105,C0060,C0011,61800,2024-02-20 20:00:16,UPI,India,India,0,,0.0,0.0,0.0,0.1,-0.5401,7.6,0.0,10.0,4.4,Low
T9300301,C0091,C0025,498232,2024-11-22 02:16:48,UPI,Germany,India,1,Velocity-Spike,0.0,0.0,0.0,0.125,0.0692,71.2,0.28,12.5,21.06,Low
T9300287,C0049,C0075,283587,2025-04-08 06:58:52,UPI,India,India,1,Velocity-Spike,28.4545,0.0,0.0,0.1,-0.5193,52.0,30.0,10.0,30.5,Low
T0097423,C0074,C0142,1155196,2024-08-26 13:28:50,UPI,India,India,0,,0.0,0.0,0.0,0.1,0.8154,14.4,3.26,10.0,7.73,Low
T0098432,C0074,C0042,807881,2025-06-25 05:18:47,NEFT,India,India,0,,0.0,0.0,0.4315,0.1,0.2836,14.4,9.76,10.0,10.98,Low
T0197019,C0145,C0185,31665,2025-12-11 14:19:33,NEFT,India,Cayman Islands,0,,0.0,0.0,0.0,0.5,-0.6049,6.4,0.0,50.0,14.1,Low
T0269107,C0197,C0138,3064506,2024-09-20 20:27:39,IMPS,India,India,0,,0.0,0.0,0.0,0.1,0.0444,8.0,0.18,10.0,4.59,Low
T9300416,C0005,C0125,328150,2025-06-25 11:43:09,UPI,India,India,1,Velocity-Spike,1.0,0.0,0.0,0.1,0.0328,48.0,3.13,10.0,16.06,Low
T0116318,C0092,C0040,233223,2024-04-07 14:25:56,IMPS,India,India,0,,0.0,0.0,0.0,0.1,-0.5965,11.2,0.0,10.0,5.3,Low
T0232358,C0167,C0184,5585403,2024-06-13 14:18:10,NEFT,India,India,0,,1.0,0.0,0.0,0.1,0.9549,10.8,6.82,10.0,8.61,Low
T9300564,C0178,C0168,228599,2025-07-28 08:28:51,UPI,India,India,1,Velocity-Spike,28.0,0.0,1.0,0.1,-0.1813,47.6,50.0,10.0,39.4,Low
T0093295,C0071,C0136,681793,2025-06-02 03:36:34,SWIFT,Singapore,Pakistan,0,,0.0,0.0,0.0,0.425,0.0905,12.4,0.36,42.5,13.9,Low
T9300379,C0121,C0195,173776,2025-04-07 01:21:49,UPI,India,India,1,Velocity-Spike,29.0,0.0,1.0,0.1,-0.2993,67.2,50.0,10.0,44.3,Medium
T9000099,C0044,C0099,978033,2024-12-02 09:43:57,NEFT,Iran,India,1,Structuring,3.0,1.0,0.0,0.575,0.5441,44.8,36.18,57.5,43.66,Medium
T0210163,C0157,C0154,165475,2024-09-26 05:35:57,UPI,Nigeria,India,0,,0.0,0.0,0.0,0.325,-0.7002,58.4,0.0,32.5,22.72,Low
T0017960,C0020,C0195,474665,2025-05-19 02:04:27,NEFT,Turkey,India,0,,0.0,0.0,0.0,0.325,-0.2267,48.4,0.0,32.5,20.23,Low
T0149370,C0114,C0164,2746798,2025-09-23 07:02:48,Card,UK,UK,0,,0.0,0.0,0.0,0.1,-0.0704,10.8,0.0,10.0,5.2,Low
T9000095,C0023,C0063,961935,2025-08-28 05:53:05,UPI,Pakistan,India,1,Structuring,6.0,1.0,0.0,0.325,0.9366,79.2,46.75,32.5,51.3,Medium
T9300961,C0002,C0187,153669,2024-12-15 07:16:23,UPI,India,India,1,Velocity-Spike,26.0,0.0,1.0,0.1,-0.3425,46.4,50.0,10.0,39.1,Low
T0075630,C0059,C0147,2723138,2024-10-31 08:04:24,UPI,USA,USA,0,,0.0,0.0,0.0,0.1,-0.0789,8.0,0.0,10.0,4.5,Low
T9300397,C0121,C0159,491699,2025-04-06 18:06:49,UPI,India,India,1,Velocity-Spike,16.0,0.0,1.0,0.1,0.3845,47.2,51.54,10.0,40.07,Medium
T0083725,C0064,C0200,626812,2025-05-10 17:12:46,IMPS,India,India,0,,0.0,0.0,0.0,0.1,0.0063,14.8,0.03,10.0,6.22,Low
T9300015,C0063,C0029,368295,2024-12-16 16:37:58,UPI,India,India,1,Velocity-Spike,29.0,0.0,0.0,0.1,0.1191,46.8,30.48,10.0,29.44,Low
T9301111,C0111,C0017,122661,2025-10-12 02:13:46,UPI,India,India,1,Velocity-Spike,29.0,0.0,0.0,0.1,-0.4092,68.0,30.0,10.0,34.5,Low
T9300177,C0019,C0119,424894,2025-03-20 20:14:09,UPI,Nigeria,India,1,Velocity-Spike,29.0,0.0,0.0,0.325,0.2408,55.6,30.96,32.5,37.51,Low
T0042737,C0037,C0159,1842085,2025-08-05 03:46:56,NEFT,India,India,0,,0.0,0.0,0.0,0.1,-0.3972,8.8,0.0,10.0,4.7,Low
T0099515,C0075,C0155,182985,2024-06-29 16:47:00,NEFT,Nigeria,India,0,,0.0,0.0,0.0,0.325,-0.6734,19.2,0.0,32.5,12.92,Low
T0134663,C0104,C0033,122510,2024-11-29 16:46:02,UPI,North Korea,Turkey,0,,0.0,0.0,0.0,0.875,-0.4095,62.8,0.0,87.5,37.58,Low
T0111984,C0087,C0083,503048,2025-10-20 04:36:47,UPI,India,India,0,,0.0,0.0,0.0,0.1,-0.1833,12.8,0.0,10.0,5.7,Low
T0171678,C0131,C0016,3427349,2024-07-04 21:34:52,SWIFT,USA,USA,0,,0.0,0.0,0.0,0.1,0.1754,8.4,0.7,10.0,4.95,Low
T0122233,C0094,C0091,5662110,2025-10-28 20:54:03,RTGS,India,India,0,,0.0,0.0,0.0,0.1,0.9826,30.8,3.93,10.0,12.16,Low
T9300375,C0121,C0062,256331,2025-04-06 18:43:49,UPI,India,India,1,Velocity-Spike,17.0,0.0,1.0,0.1,-0.1217,47.2,50.0,10.0,39.3,Low
T9300443,C0005,C0168,317358,2025-06-25 16:19:09,UPI,India,India,1,Velocity-Spike,25.0,0.0,0.0,0.1,0.0095,48.0,30.04,10.0,29.52,Low
T9301325,C0017,C0102,280000,2025-08-19 02:55:27,UPI,Pakistan,India,1,Velocity-Spike,20.0,0.0,0.0,0.325,-0.3391,79.2,30.0,32.5,42.92,Medium
T0092035,C0070,C0198,325928,2025-11-12 07:35:07,RTGS,UK,India,0,,0.0,0.0,0.0,0.125,-0.4545,14.4,0.0,12.5,6.72,Low
T9100031,C0117,C0104,1335623,2025-06-09 16:49:48,SWIFT,UAE,India,1,Layering,0.0,0.0,0.0,0.325,2.1995,19.6,8.8,32.5,17.42,Low
T9300783,C0189,C0173,368908,2025-03-20 09:16:46,UPI,UAE,India,1,Velocity-Spike,17.0,0.0,0.0,0.325,-0.1727,77.2,30.0,32.5,42.42,Medium
T0160144,C0119,C0195,1539326,2025-07-21 02:23:00,IMPS,Cayman Islands,Singapore,0,,0.0,0.0,0.0,0.375,-0.5065,44.8,0.0,37.5,20.58,Low
T9000039,C0058,C0087,940091,2025-06-10 04:10:20,IMPS,Pakistan,India,1,Structuring,3.0,1.0,0.0,0.325,0.486,34.4,35.94,32.5,34.7,Low
T0265045,C0195,C0187,849052,2025-08-19 06:35:17,IMPS,India,India,0,,0.0,0.0,0.0,0.1,0.7254,35.6,2.9,10.0,12.85,Low
T0128506,C0100,C0035,1566295,2024-05-25 17:10:08,IMPS,India,India,0,,0.0,0.0,0.0,0.1,-0.4968,28.0,0.0,10.0,9.5,Low
T0246237,C0178,C0030,186224,2024-05-27 06:46:38,Card,India,India,0,,0.0,0.0,0.0,0.1,-0.2725,47.6,0.0,10.0,14.4,Low
T0256158,C0183,C0160,569606,2025-01-15 21:39:15,IMPS,India,Cayman Islands,0,,0.0,0.0,0.0,0.5,-0.0813,14.4,0.0,50.0,16.1,Low
T9000062,C0189,C0064,904041,2025-07-13 21:51:06,UPI,UAE,India,1,Structuring,1.0,1.0,0.0,0.325,0.8283,77.2,31.31,32.5,43.08,Medium
T0229423,C0167,C0155,10498282,2025-03-20 01:54:00,UPI,India,India,0,,0.0,0.0,0.0213,0.1,2.7294,10.8,11.34,10.0,10.87,Low
T9300776,C0189,C0185,388365,2025-03-20 05:20:46,UPI,UAE,India,1,Velocity-Spike,2.0,0.0,0.0,0.325,-0.1363,77.2,6.0,32.5,30.42,Low
T0122074,C0094,C0091,4054590,2024-04-11 17:46:16,UPI,India,Singapore,0,,0.0,0.0,0.0,0.125,0.402,30.8,1.61,12.5,11.63,Low
T0023345,C0027,C0101,484440,2025-08-13 11:26:43,IMPS,India,India,0,,0.0,0.0,0.0,0.1,-0.2118,12.0,0.0,10.0,5.5,Low
T0132919,C0101,C0163,25474,2025-08-02 15:22:04,UPI,India,Singapore,0,,0.0,0.0,0.0,0.125,-0.6182,8.4,0.0,12.5,5.22,Low
T0106242,C0082,C0140,3886380,2024-04-22 09:57:49,UPI,India,India,0,,0.0,0.0,0.0,0.1,0.3412,9.6,1.36,10.0,5.58,Low
T0129208,C0100,C0196,521935,2024-07-23 17:15:59,IMPS,India,India,0,,0.0,0.0,0.0,0.1,-0.874,8.0,0.0,10.0,4.5,Low
T9301023,C0006,C0067,196209,2025-10-14 12:56:21,UPI,Turkey,India,1,Velocity-Spike,15.0,0.0,1.0,0.325,-0.4958,79.6,50.0,32.5,53.02,Medium
T9300542,C0178,C0178,444821,2025-07-28 01:46:51,UPI,India,India,1,Velocity-Spike,2.0,0.0,0.9259,0.1,0.2837,47.6,25.65,10.0,27.22,Low
T0224019,C0164,C0141,132099,2025-08-05 06:21:33,NEFT,India,India,0,,0.0,0.0,0.0,0.1,-0.3889,7.2,0.0,10.0,4.3,Low
T0124833,C0094,C0177,2406338,2025-10-29 10:26:18,IMPS,India,Singapore,0,,1.0,0.0,0.035,0.125,-0.1934,10.8,3.7,12.5,7.68,Low
T0003377,C0003,C0031,262776,2025-05-30 15:25:00,RTGS,UAE,India,0,,0.0,0.0,0.0,0.325,-0.5512,18.0,0.0,32.5,12.62,Low
T9000051,C0091,C0069,942310,2025-05-31 23:30:54,IMPS,Germany,India,1,Structuring,1.0,1.0,0.0,0.125,0.8998,71.2,31.6,12.5,36.72,Low
T0101743,C0077,C0059,372395,2025-08-13 14:39:28,IMPS,USA,India,0,,0.0,0.0,0.0,0.125,-0.3833,13.6,0.0,12.5,6.52,Low
T9300199,C0104,C0100,227408,2025-05-27 06:43:06,UPI,North Korea,India,1,Velocity-Spike,15.0,0.0,0.0,0.575,-0.1839,62.8,30.0,57.5,45.08,Medium
T0072861,C0057,C0012,257672,2025-09-08 10:34:58,IMPS,India,Singapore,0,,0.0,0.0,0.0,0.125,-0.1188,11.2,0.0,12.5,5.92,Low
T0106449,C0082,C0097,3710842,2025-05-26 14:12:28,IMPS,India,UK,0,,0.0,0.0,0.0,0.125,0.2778,9.6,1.11,12.5,6.08,Low
T9300324,C0091,C0062,7963,2024-11-22 05:20:48,UPI,Germany,India,1,Velocity-Spike,13.0,0.0,0.0,0.125,-0.8479,71.2,30.0,12.5,35.92,Low
T9301100,C0111,C0018,252032,2025-10-12 07:10:46,UPI,India,India,1,Velocity-Spike,29.0,0.0,0.0,0.1,-0.1309,48.0,30.0,10.0,29.5,Low
T0127283,C0098,C0159,64091,2025-02-04 22:48:08,IMPS,India,India,0,,0.0,0.0,0.0,0.1,-0.5352,8.0,0.0,10.0,4.5,Low
T0167248,C0127,C0070,2578093,2025-03-12 20:36:24,IMPS,USA,Cayman Islands,0,,0.0,0.0,0.0,0.5,-0.1313,10.8,0.0,50.0,15.2,Low
T0141401,C0111,C0095,115505,2025-02-10 07:59:05,UPI,India,India,0,,0.0,0.0,0.0,0.1,-0.4246,48.0,0.0,10.0,14.5,Low
T9300358,C0121,C0146,358847,2025-04-06 15:03:49,UPI,India,India,1,Velocity-Spike,2.0,0.0,1.0,0.1,0.0988,47.2,26.4,10.0,27.5,Low
T0124319,C0094,C0079,3478518,2025-06-03 12:27:33,UPI,India,India,0,,0.0,0.0,0.0,0.1,0.1939,10.8,0.78,10.0,5.59,Low
T0130016,C0100,C0173,716599,2024-08-30 23:48:07,NEFT,India,Singapore,0,,1.0,0.0,0.0,0.125,-0.8037,8.0,3.0,12.5,6.62,Low
T0171869,C0131,C0154,2275485,2025-09-16 05:49:30,UPI,USA,India,0,,0.0,0.0,0.0,0.125,-0.2406,8.4,0.0,12.5,5.22,Low
T9301200,C0051,C0142,149813,2025-09-25 07:37:03,UPI,India,India,1,Velocity-Spike,21.0,0.0,0.0,0.1,-0.3508,46.4,30.0,10.0,29.1,Low
T9400023,C0151,C0059,1021174,2024-06-03 09:17:46,SWIFT,India,Myanmar,1,Geographic-Risk,0.0,0.0,0.0,0.8,0.6102,12.8,2.44,80.0,24.42,Low
T0055477,C0039,C0052,1648513,2024-12-30 07:38:41,UPI,India,UAE,0,,0.0,0.0,0.0,0.425,-0.4671,10.0,0.0,42.5,13.12,Low
T0139612,C0108,C0097,38111,2025-05-03 17:16:10,NEFT,UAE,India,0,,0.0,0.0,0.0,0.325,-0.8953,26.8,0.0,32.5,14.82,Low
T9300024,C0063,C0067,200849,2024-12-16 17:31:58,UPI,India,India,1,Velocity-Spike,29.0,0.0,0.0,0.1,-0.241,46.8,30.0,10.0,29.2,Low
T9301456,C0041,C0126,354749,2025-09-20 21:22:10,UPI,UK,India,1,Velocity-Spike,29.0,0.0,0.0,0.125,0.09,46.8,30.36,12.5,30.0,Low
T0102520,C0077,C0190,300479,2025-07-22 00:28:03,UPI,USA,India,0,,0.0,0.0,0.0,0.125,-0.4935,13.6,0.0,12.5,6.52,Low
T0269681,C0197,C0106,4619203,2025-11-11 19:25:41,UPI,India,India,0,,0.0,0.0,0.0,0.1,0.6059,8.0,2.42,10.0,5.71,Low
T9300231,C0104,C0140,397891,2025-05-27 16:27:06,UPI,North Korea,India,1,Velocity-Spike,29.0,0.0,0.0,0.575,0.1828,62.8,30.73,57.5,45.44,Medium
T9300390,C0121,C0030,93136,2025-04-07 06:07:49,UPI,India,India,1,Velocity-Spike,29.0,0.0,1.0,0.1,-0.4727,47.2,50.0,10.0,39.3,Low
T0165014,C0126,C0156,1659516,2025-10-14 22:29:04,IMPS,Turkey,India,0,,0.0,0.0,0.2305,0.325,-0.4631,22.4,4.61,32.5,16.03,Low
T0071227,C0054,C0100,360928,2025-03-21 00:30:14,UPI,UK,India,0,,0.0,0.0,0.0,0.125,-0.4009,14.0,0.0,12.5,6.62,Low
T0111507,C0087,C0174,1963416,2024-09-07 10:24:42,UPI,India,Cayman Islands,0,,0.0,0.0,0.0,0.5,2.0531,12.8,8.21,50.0,19.8,Low
T0045565,C0037,C0084,1538361,2025-01-12 16:01:45,UPI,India,India,0,,0.0,0.0,0.0,0.1,-0.5069,8.8,0.0,10.0,4.7,Low
T0205569,C0154,C0137,3047299,2024-04-02 22:23:19,IMPS,India,India,0,,0.0,0.0,0.0,0.1,0.0382,8.0,0.15,10.0,4.58,Low
T9300469,C0005,C0200,417071,2025-06-25 20:39:09,UPI,India,India,1,Velocity-Spike,28.2308,0.0,0.0,0.1,0.224,48.0,30.9,10.0,29.95,Low
T0255128,C0183,C0091,998233,2024-01-02 06:12:47,UPI,India,India,0,,0.0,1.0,0.0,0.1,0.5751,34.4,27.3,10.0,24.75,Low
T0142048,C0112,C0039,16871,2024-12-21 17:30:11,UPI,India,India,0,,0.0,0.0,0.0,0.1,-0.6367,8.4,0.0,10.0,4.6,Low
T9301009,C0006,C0128,162879,2025-10-14 10:34:21,UPI,Turkey,India,1,Velocity-Spike,2.0,0.0,1.0,0.325,-0.5581,79.6,26.0,32.5,41.02,Medium
T0056365,C0039,C0077,1790595,2025-10-10 19:29:21,NEFT,India,India,0,,0.0,0.0,0.0,0.1,-0.4158,10.0,0.0,10.0,5.0,Low
T9300797,C0189,C0066,483840,2025-03-20 14:39:46,UPI,UAE,India,1,Velocity-Spike,29.0,0.0,0.0,0.325,0.0422,77.2,30.17,32.5,42.51,Medium
T0046684,C0037,C0168,1449631,2024-10-24 03:31:22,IMPS,India,India,0,,0.0,0.0,0.0,0.1,-0.5389,8.8,0.0,10.0,4.7,Low
T0238971,C0171,C0149,981181,2025-04-17 12:13:55,SWIFT,India,India,0,,0.0,1.0,0.0,0.1,0.549,12.4,27.2,10.0,19.2,Low
T9301155,C0084,C0123,410295,2025-07-01 13:41:28,UPI,India,India,1,Velocity-Spike,29.0,0.0,0.0,0.1,0.2094,47.6,30.84,10.0,29.82,Low
T0065244,C0050,C0110,346979,2024-07-09 08:47:01,RTGS,India,India,0,,0.0,0.0,0.0,0.1,-0.9372,8.4,0.0,10.0,4.6,Low
T0113046,C0089,C0146,41532,2025-01-07 08:05:34,UPI,UK,UAE,0,,0.0,0.0,0.0,0.425,-0.5837,10.4,0.0,42.5,13.22,Low
T9000012,C0108,C0105,984499,2024-09-01 00:21:37,IMPS,UAE,India,1,Structuring,1.0,1.0,0.0,0.325,0.554,26.8,30.22,32.5,29.94,Low
T0047017,C0037,C0149,1125412,2024-11-01 02:22:53,NEFT,India,India,0,,0.0,0.0,0.0,0.1,-0.656,8.8,0.0,10.0,4.7,Low
T9301223,C0051,C0142,208221,2025-09-25 08:02:03,UPI,India,India,1,Velocity-Spike,23.0,0.0,0.0,0.1,-0.2252,46.4,30.0,10.0,29.1,Low
T9301149,C0084,C0052,198311,2025-07-01 11:21:28,UPI,India,India,1,Velocity-Spike,24.0,0.0,0.0,0.1,-0.2465,47.6,30.0,10.0,29.4,Low
T0232235,C0167,C0001,2209303,2025-09-23 13:07:42,IMPS,India,India,0,,1.0,0.0,0.0,0.1,-0.2645,10.8,3.0,10.0,6.7,Low
T0003270,C0003,C0032,690290,2025-09-18 23:23:19,IMPS,UAE,Pakistan,0,,0.0,0.0,0.0,0.625,0.1035,18.0,0.41,62.5,20.33,Low
T0001324,C0002,C0074,3654,2024-05-13 10:05:21,UPI,India,India,0,,0.0,0.0,0.0,0.1,-0.6651,46.4,0.0,10.0,14.1,Low
T9301068,C0111,C0159,167778,2025-10-11 19:43:46,UPI,India,India,1,Velocity-Spike,1.0,0.0,1.0,0.1,-0.3122,48.0,23.0,10.0,26.0,Low
T0153566,C0116,C0059,5084566,2025-06-24 23:59:59,UPI,India,India,0,,0.0,0.0,0.0,0.1,0.774,10.0,3.1,10.0,6.55,Low
T0096189,C0073,C0065,397999,2025-01-09 01:54:29,UPI,India,India,0,,0.0,0.0,0.0,0.1,-0.3441,11.2,0.0,10.0,5.3,Low
T0219944,C0162,C0099,3346749,2024-05-04 18:08:38,IMPS,India,India,0,,0.0,0.0,0.0,0.1,0.1463,8.0,0.59,10.0,4.8,Low
T0091840,C0070,C0116,211623,2025-05-16 18:28:10,UPI,UK,India,0,,0.0,0.0,0.0,0.125,-0.6295,14.4,0.0,12.5,6.72,Low
T0190959,C0143,C0149,5568571,2024-01-08 08:01:25,UPI,India,Turkey,0,,0.0,0.0,0.0,0.425,0.9488,10.0,3.8,42.5,15.02,Low
T0094226,C0071,C0061,209605,2025-02-11 13:31:47,IMPS,Singapore,India,0,,0.0,0.0,0.0,0.125,-0.6326,12.4,0.0,12.5,6.22,Low
T0047170,C0037,C0050,2518516,2025-07-16 20:31:35,Card,India,Iran,0,,0.0,0.0,1.0,0.8,-0.1528,8.8,20.0,80.0,32.2,Low
T9000040,C0058,C0061,901108,2025-06-10 06:10:20,UPI,Pakistan,India,1,Structuring,4.0,1.0,0.0,0.325,0.4263,34.4,38.71,32.5,36.08,Low
T9301246,C0051,C0186,201039,2025-09-25 22:18:03,UPI,India,India,1,Velocity-Spike,29.0,0.0,0.0,0.1,-0.2406,46.4,30.0,10.0,29.1,Low
T0005096,C0008,C0073,65572,2025-05-13 11:10:45,Card,Cayman Islands,India,0,,0.0,0.0,0.0,0.375,-0.532,20.0,0.0,37.5,14.38,Low
T0167855,C0128,C0088,69362,2025-11-02 23:29:53,UPI,India,India,0,,0.0,0.0,0.0,0.1,-0.5238,12.8,0.0,10.0,5.7,Low
T0175166,C0135,C0038,4295075,2025-07-07 21:45:49,IMPS,India,India,0,,0.0,0.0,0.0,0.1,0.4889,12.8,1.96,10.0,6.68,Low
T0066087,C0050,C0103,1246125,2024-02-20 05:41:53,UPI,India,India,0,,0.0,0.0,0.0,0.1,-0.6124,8.4,0.0,10.0,4.6,Low
T9300018,C0063,C0058,304820,2024-12-16 11:50:58,UPI,India,India,1,Velocity-Spike,10.0,0.0,0.0,0.1,-0.0174,46.8,30.0,10.0,29.2,Low
T9301166,C0084,C0058,441841,2025-07-01 15:19:28,UPI,India,India,1,Velocity-Spike,29.0,0.0,0.0,0.1,0.2773,47.6,31.11,10.0,29.96,Low
T0075108,C0059,C0099,2448337,2024-12-02 07:48:08,UPI,USA,Germany,0,,0.0,0.0,0.0,0.125,-0.1782,8.0,0.0,12.5,5.12,Low
T9300801,C0189,C0110,431206,2025-03-20 15:52:46,UPI,UAE,India,1,Velocity-Spike,29.0,0.0,0.0,0.325,-0.0562,77.2,30.0,32.5,42.42,Medium
T0007241,C0011,C0149,30162,2025-09-06 09:04:53,IMPS,India,Singapore,0,,0.0,0.0,0.0,0.125,-0.6081,10.0,0.0,12.5,5.62,Low
T0017725,C0020,C0053,529500,2025-10-22 11:06:17,IMPS,Turkey,India,0,,0.0,0.0,0.0,0.325,-0.1427,28.4,0.0,32.5,15.22,Low
T9301080,C0111,C0134,87013,2025-10-11 23:44:46,UPI,India,India,1,Velocity-Spike,17.0,0.0,1.0,0.1,-0.4859,68.0,50.0,10.0,44.5,Medium
T9000101,C0044,C0003,968586,2024-12-02 13:43:57,UPI,Iran,India,1,Structuring,5.0,1.0,0.0,0.575,0.5297,44.8,42.12,57.5,46.64,Medium
T9300029,C0063,C0035,428897,2024-12-16 18:43:58,UPI,India,India,1,Velocity-Spike,29.0,0.0,0.0,0.1,0.2494,66.8,31.0,10.0,34.7,Low
T0149869,C0114,C0169,479659,2025-02-26 11:20:40,UPI,UK,Germany,0,,0.0,0.0,0.0,0.125,-0.8893,10.8,0.0,12.5,5.82,Low
T9301055,C0006,C0100,134842,2025-10-15 09:12:21,UPI,Turkey,India,1,Velocity-Spike,29.0,0.0,0.0,0.325,-0.6106,79.6,30.0,32.5,43.02,Medium
T0231299,C0167,C0135,3826632,2024-09-13 22:55:56,IMPS,India,India,0,,0.0,0.0,0.0,0.1,0.3197,10.8,1.28,10.0,5.84,Low
T0175351,C0135,C0177,15800571,2024-06-28 03:09:54,Card,India,India,0,,0.0,0.0,0.0,0.1,4.6446,12.8,18.58,10.0,14.99,Low
T0110354,C0087,C0012,587363,2024-07-15 22:21:33,IMPS,India,Nigeria,0,,0.0,0.0,0.0,0.425,-0.0541,12.8,0.0,42.5,13.82,Low
T0227106,C0167,C0103,11301464,2025-02-28 21:12:58,IMPS,India,India,0,,0.0,0.0,0.0,0.1,3.0196,10.8,12.08,10.0,11.24,Low
T9301025,C0006,C0031,316292,2025-10-14 11:48:21,UPI,Turkey,India,1,Velocity-Spike,12.0,0.0,0.7983,0.325,-0.2712,79.6,45.97,32.5,51.01,Medium
T0118172,C0094,C0114,2279054,2024-04-06 22:29:37,IMPS,India,UK,0,,0.0,0.0,0.0,0.125,-0.2393,10.8,0.0,12.5,5.82,Low
T0187494,C0142,C0077,78860,2024-04-28 11:38:14,UPI,India,India,0,,0.0,0.0,1.0,0.1,-0.8329,11.2,20.0,10.0,15.3,Low
T0213906,C0159,C0105,961664,2024-12-28 00:45:53,UPI,India,Pakistan,0,,0.0,1.0,0.0,0.425,-0.7152,10.4,25.0,42.5,25.72,Low
T9301473,C0041,C0093,476377,2025-09-21 09:10:10,UPI,UK,India,1,Velocity-Spike,29.0,0.0,0.0,0.125,0.3516,46.8,31.41,12.5,30.53,Low
T0127852,C0099,C0115,653983,2025-09-18 14:58:51,IMPS,Turkey,India,0,,0.0,0.0,0.0,0.325,0.0479,27.6,0.19,32.5,15.12,Low
T9300941,C0023,C0085,269029,2024-05-22 14:43:45,UPI,Pakistan,India,1,Velocity-Spike,27.0,0.0,0.0,0.325,-0.3596,79.2,30.0,32.5,42.92,Medium
T0175526,C0135,C0197,6498095,2024-04-24 06:25:06,UPI,India,India,0,,0.0,0.0,0.0,0.1,1.2846,12.8,5.14,10.0,8.27,Low
T0256930,C0184,C0132,173000,2025-12-15 17:06:46,IMPS,India,India,0,,0.0,0.0,0.0,0.1,-0.3009,47.2,0.0,10.0,14.3,Low
T9301236,C0051,C0037,214594,2025-09-25 14:04:03,UPI,India,India,1,Velocity-Spike,29.0,0.0,0.0,0.1,-0.2115,46.4,30.0,10.0,29.1,Low
T9300648,C0123,C0075,288855,2025-11-29 07:14:02,UPI,India,India,1,Velocity-Spike,29.0,0.0,0.0,0.1,-0.0518,46.8,30.0,10.0,29.2,Low
T9300805,C0189,C0197,341409,2025-03-20 19:32:46,UPI,UAE,India,1,Velocity-Spike,29.0,0.0,0.0,0.325,-0.2242,77.2,30.0,32.5,42.42,Medium
T0169910,C0130,C0127,916113,2025-08-20 21:44:36,RTGS,UK,India,0,,0.0,1.0,0.0,0.125,0.4493,10.4,26.8,12.5,19.12,Low
T9300035,C0063,C0113,235777,2024-12-16 14:57:58,UPI,India,India,1,Velocity-Spike,21.0,0.0,0.0,0.1,-0.1659,46.8,30.0,10.0,29.2,Low
T9300596,C0123,C0177,95336,2025-11-28 20:12:02,UPI,India,India,1,Velocity-Spike,3.0,0.0,0.0,0.1,-0.468,46.8,9.0,10.0,18.7,Low
T9300886,C0035,C0072,489775,2024-05-22 09:37:23,UPI,Germany,India,1,Velocity-Spike,29.0,0.0,0.0,0.125,0.0533,73.2,30.21,12.5,36.53,Low
T0264674,C0194,C0024,76683,2025-09-10 15:58:13,UPI,Germany,India,0,,0.0,0.0,0.0,0.125,-0.5081,11.2,0.0,12.5,5.92,Low
T9100019,C0121,C0088,3689037,2024-12-11 23:38:16,RTGS,UAE,India,1,Layering,0.0,0.0,0.0,0.325,5.0,47.2,20.0,32.5,29.92,Low
T9300585,C0178,C0080,255836,2025-07-28 09:28:51,UPI,India,India,1,Velocity-Spike,29.0,0.0,1.0,0.1,-0.1228,47.6,50.0,10.0,39.4,Low
T0149475,C0114,C0187,2901537,2025-12-14 14:42:26,Card,UK,India,0,,0.0,0.0,0.0,0.125,-0.0145,10.8,0.0,12.5,5.82,Low
T0175514,C0135,C0113,6367177,2024-11-07 10:53:14,IMPS,India,UK,0,,1.0,0.0,0.0,0.125,1.2373,12.8,7.95,12.5,10.3,Low
T0024426,C0030,C0037,326321,2024-11-16 04:27:46,RTGS,Cayman Islands,India,0,,0.0,0.0,0.0,0.375,-0.4539,22.4,0.0,37.5,14.98,Low
T0014945,C0016,C0151,3534451,2024-09-10 10:18:23,NEFT,Cayman Islands,India,0,,0.0,0.0,0.0,0.375,0.2141,27.6,0.86,37.5,16.7,Low
T9300664,C0021,C0069,486593,2025-02-14 16:25:32,UPI,Turkey,India,1,Velocity-Spike,6.0,0.0,0.0,0.325,0.3735,52.4,19.49,32.5,30.97,Low
T0236874,C0169,C0052,739902,2025-06-04 16:52:25,IMPS,India,India,0,,0.0,0.0,0.0,0.1,0.1795,16.4,0.72,10.0,6.96,Low
T0116572,C0092,C0183,509878,2025-08-23 22:46:00,UPI,India,Cayman Islands,0,,0.0,0.0,0.0,0.5,-0.1728,11.2,0.0,50.0,15.3,Low
T0031043,C0032,C0027,518992,2025-10-26 03:08:56,Card,UAE,India,0,,0.0,0.0,0.0,0.325,-0.8751,16.4,0.0,32.5,12.22,Low
